,x,y,Velocity,Manually results,Classification results
0,-0.027686,0.109581,0.000121,0.0,0.0
1,-0.026926,0.109875,7.4e-05,0.0,0.0
2,-0.02617,0.109659,7.1e-05,0.0,0.0
3,-0.025767,0.109059,6.6e-05,0.0,0.0
4,-0.026517,0.108693,7.6e-05,0.0,0.0
5,-0.027872,0.108683,0.000123,0.0,0.0
6,-0.028542,0.109,6.7e-05,0.0,0.0
7,-0.028855,0.109243,3.6e-05,0.0,0.0
8,-0.02936,0.108502,8.1e-05,0.0,0.0
9,-0.030255,0.107684,0.00011,0.0,0.0
10,-0.030857,0.1073,6.5e-05,0.0,0.0
11,-0.030852,0.1076,2.7e-05,0.0,0.0
12,-0.03059,0.108679,0.000101,0.0,0.0
13,-0.030707,0.109188,4.7e-05,0.0,0.0
14,-0.031167,0.109283,4.3e-05,0.0,0.0
15,-0.031415,0.109635,3.9e-05,0.0,0.0
16,-0.031339,0.109928,2.8e-05,0.0,0.0
17,-0.030741,0.11087,0.000101,0.0,0.0
18,-0.030297,0.111562,7.5e-05,0.0,0.0
19,-0.030143,0.111994,4.2e-05,0.0,0.0
20,-0.029862,0.11246,4.9e-05,0.0,0.0
21,-0.029607,0.112666,3e-05,0.0,0.0
22,-0.029235,0.11299,4.5e-05,0.0,0.0
23,-0.028888,0.113193,3.7e-05,0.0,0.0
24,-0.028579,0.113324,3.1e-05,0.0,0.0
25,-0.028216,0.113586,4.1e-05,0.0,0.0
26,-0.028323,0.113113,4.4e-05,0.0,0.0
27,-0.028639,0.112918,3.4e-05,0.0,0.0
28,-0.029096,0.112811,4.3e-05,0.0,0.0
29,-0.029607,0.11269,4.8e-05,0.0,0.0
30,-0.029552,0.112239,4.1e-05,0.0,0.0
31,-0.029564,0.111964,2.5e-05,0.0,0.0
32,-0.029214,0.111567,4.8e-05,0.0,0.0
33,-0.029143,0.111495,9e-06,0.0,0.0
34,-0.02909,0.110987,4.6e-05,0.0,0.0
35,-0.028841,0.110264,7e-05,0.0,0.0
36,-0.028356,0.110294,4.4e-05,0.0,0.0
37,-0.027558,0.110371,7.3e-05,0.0,0.0
38,-0.027125,0.111046,7.3e-05,0.0,0.0
39,-0.026933,0.1112,2.2e-05,0.0,0.0
40,-0.026731,0.111687,5.3e-05,0.0,0.0
41,-0.026855,0.111289,3.8e-05,0.0,0.0
42,-0.027135,0.110475,7.8e-05,0.0,0.0
43,-0.027471,0.109765,7.1e-05,0.0,0.0
44,-0.028041,0.109336,6.5e-05,0.0,0.0
45,-0.028494,0.108803,6.4e-05,0.0,0.0
46,-0.028943,0.108661,4.3e-05,0.0,0.0
47,-0.029069,0.108644,1.2e-05,0.0,0.0
48,-0.029258,0.108165,4.7e-05,0.0,0.0
49,-0.029429,0.107674,4.7e-05,0.0,0.0
