,x,y,Velocity,Manually results,Classification results
0,0.398701,0.531598,5.3e-05,0.0,0.0
1,0.39832,0.532264,7e-05,0.0,0.0
2,0.398077,0.532753,5e-05,0.0,0.0
3,0.397858,0.532866,2.2e-05,0.0,0.0
4,0.398066,0.532959,2.1e-05,0.0,0.0
5,0.398185,0.533376,3.9e-05,0.0,0.0
6,0.398404,0.533794,4.3e-05,0.0,0.0
7,0.39842,0.534729,8.5e-05,0.0,0.0
8,0.398361,0.535403,6.1e-05,0.0,0.0
9,0.398385,0.535931,4.8e-05,0.0,0.0
10,0.398419,0.536178,2.3e-05,0.0,0.0
11,0.398514,0.536229,1e-05,0.0,0.0
12,0.398675,0.53621,1.5e-05,0.0,0.0
13,0.398827,0.535806,3.9e-05,0.0,0.0
14,0.398985,0.535585,2.5e-05,0.0,0.0
15,0.399179,0.535926,3.6e-05,0.0,0.0
16,0.399422,0.536691,7.3e-05,0.0,0.0
17,0.399461,0.53723,4.9e-05,0.0,0.0
18,0.399293,0.537448,2.5e-05,0.0,0.0
19,0.398976,0.537556,3e-05,0.0,0.0
20,0.398713,0.537787,3.2e-05,0.0,0.0
21,0.398351,0.538036,4e-05,0.0,0.0
22,0.398082,0.538009,2.5e-05,0.0,0.0
23,0.39786,0.537926,2.2e-05,0.0,0.0
24,0.397848,0.537573,3.2e-05,0.0,0.0
25,0.397778,0.53709,4.4e-05,0.0,0.0
26,0.39776,0.536709,3.5e-05,0.0,0.0
27,0.39775,0.536567,1.3e-05,0.0,0.0
28,0.39715,0.534615,0.000186,0.0,0.0
29,0.395005,0.527541,0.000672,1.0,2.0
30,0.388369,0.504861,0.002148,2.0,2.0
31,0.378263,0.471153,0.003199,2.0,2.0
32,0.36706,0.434458,0.003488,2.0,2.0
33,0.357078,0.403734,0.002937,2.0,2.0
34,0.350115,0.37886,0.002348,2.0,2.0
35,0.345259,0.360978,0.001685,2.0,2.0
36,0.3427,0.347769,0.001223,2.0,2.0
37,0.341232,0.339603,0.000754,1.0,1.0
38,0.3408,0.333367,0.000568,1.0,1.0
39,0.340091,0.329168,0.000387,1.0,1.0
40,0.339213,0.325072,0.000381,1.0,1.0
41,0.338184,0.323306,0.000186,0.0,1.0
42,0.337519,0.322875,7.2e-05,0.0,0.0
43,0.336993,0.321864,0.000104,0.0,0.0
44,0.336592,0.320979,8.8e-05,0.0,0.0
45,0.336408,0.319164,0.000166,0.0,0.0
46,0.336314,0.318259,8.3e-05,0.0,0.0
47,0.336304,0.317986,2.5e-05,0.0,0.0
48,0.335918,0.318723,7.6e-05,0.0,0.0
49,0.335651,0.319739,9.6e-05,0.0,0.0
50,0.335373,0.320535,7.7e-05,0.0,0.0
51,0.335356,0.320332,1.9e-05,0.0,0.0
