,x,y,Velocity,Manually results,Classification results
0,-0.024164,0.128778,0.00013,0.0,0.0
1,-0.02402,0.129542,7.1e-05,0.0,0.0
2,-0.023202,0.130354,0.000105,0.0,0.0
3,-0.023017,0.131573,0.000112,0.0,0.0
4,-0.023033,0.133192,0.000147,0.0,0.0
5,-0.023535,0.134554,0.000132,0.0,0.0
6,-0.02405,0.135602,0.000106,0.0,0.0
7,-0.024438,0.135552,3.6e-05,0.0,0.0
8,-0.025655,0.134735,0.000133,0.0,0.0
9,-0.026804,0.133945,0.000127,0.0,0.0
10,-0.027912,0.133586,0.000106,0.0,0.0
11,-0.028495,0.132679,9.8e-05,0.0,0.0
12,-0.028459,0.131233,0.000131,0.0,0.0
13,-0.028546,0.13027,8.8e-05,0.0,0.0
14,-0.02828,0.12948,7.6e-05,0.0,0.0
15,-0.027717,0.12562,0.000355,1.0,1.0
16,-0.026766,0.118314,0.00067,1.0,1.0
17,-0.024807,0.111061,0.000683,1.0,1.0
18,-0.023478,0.107692,0.000329,1.0,1.0
19,-0.022367,0.105431,0.000229,1.0,1.0
20,-0.022565,0.103893,0.000141,0.0,0.0
21,-0.022717,0.103746,1.9e-05,0.0,0.0
22,-0.02225,0.103458,5e-05,0.0,0.0
23,-0.021304,0.103107,9.2e-05,0.0,0.0
24,-0.020297,0.101282,0.00019,0.0,0.0
25,-0.019854,0.09952,0.000165,0.0,0.0
26,-0.019883,0.097062,0.000224,0.0,0.0
27,-0.019976,0.09622,7.7e-05,0.0,0.0
28,-0.019822,0.095107,0.000102,0.0,0.0
29,-0.019922,0.093416,0.000154,0.0,0.0
30,-0.020097,0.090461,0.000269,1.0,1.0
31,-0.020753,0.086774,0.00034,1.0,1.0
32,-0.021424,0.082694,0.000376,1.0,1.0
33,-0.021575,0.077745,0.00045,1.0,1.0
34,-0.021736,0.073184,0.000415,1.0,1.0
35,-0.021688,0.070114,0.000279,1.0,1.0
36,-0.021677,0.06687,0.000295,1.0,1.0
37,-0.021913,0.063362,0.00032,1.0,1.0
38,-0.022375,0.059757,0.00033,1.0,1.0
39,-0.023346,0.057233,0.000246,1.0,1.0
40,-0.0242,0.055267,0.000195,0.0,0.0
41,-0.024637,0.05356,0.00016,0.0,0.0
42,-0.025568,0.05304,9.7e-05,0.0,0.0
43,-0.025682,0.052828,2.2e-05,0.0,0.0
44,-0.026709,0.052869,9.3e-05,0.0,0.0
45,-0.02687,0.052044,7.6e-05,0.0,0.0
46,-0.027392,0.051641,6e-05,0.0,0.0
47,-0.02754,0.052036,3.8e-05,0.0,0.0
48,-0.028431,0.052042,8.1e-05,0.0,0.0
49,-0.029378,0.051562,9.7e-05,0.0,0.0
50,-0.029614,0.050859,6.7e-05,0.0,0.0
51,-0.03038,0.049904,0.000111,0.0,0.0
52,-0.031,0.049634,6.1e-05,0.0,0.0
53,-0.031954,0.048571,0.00013,0.0,0.0
54,-0.031452,0.048898,5.4e-05,0.0,0.0
55,-0.031299,0.049613,6.6e-05,0.0,0.0
56,-0.031187,0.052163,0.000232,0.0,0.0
57,-0.031156,0.052756,5.4e-05,0.0,0.0
58,-0.028079,0.051894,0.00029,1.0,1.0
59,-0.020111,0.050246,0.00074,1.0,1.0
60,0.01017,0.056649,0.002814,2.0,2.0
61,0.081059,0.078028,0.006731,2.0,2.0
62,0.154857,0.099493,0.006987,2.0,2.0
63,0.216899,0.11197,0.005753,2.0,2.0
64,0.25878,0.118199,0.003849,2.0,2.0
65,0.28664,0.122116,0.002558,2.0,2.0
66,0.303422,0.126044,0.001567,2.0,2.0
67,0.315191,0.128939,0.001102,2.0,2.0
68,0.322523,0.13284,0.000755,1.0,1.0
69,0.327897,0.136807,0.000607,1.0,1.0
70,0.33108,0.137341,0.000293,1.0,1.0
71,0.334393,0.136445,0.000312,1.0,1.0
72,0.335477,0.140876,0.000415,1.0,1.0
73,0.336182,0.146933,0.000554,1.0,1.0
74,0.336362,0.15307,0.000558,1.0,1.0
75,0.337629,0.152769,0.000118,0.0,0.0
76,0.338719,0.151739,0.000136,0.0,0.0
