,x,y,Velocity,manually results,Classification results
0,0.182199,0.223335,0.00012,0.0,0.0
1,0.182162,0.222044,0.000117,0.0,0.0
2,0.182267,0.220621,0.00013,0.0,0.0
3,0.182611,0.21917,0.000136,0.0,0.0
4,0.182988,0.217887,0.000122,0.0,0.0
5,0.183348,0.216746,0.000109,0.0,0.0
6,0.183504,0.215685,9.7e-05,0.0,0.0
7,0.183834,0.21441,0.00012,0.0,0.0
8,0.184247,0.213187,0.000117,0.0,0.0
9,0.184756,0.212298,9.3e-05,0.0,0.0
10,0.185036,0.211685,6.1e-05,0.0,0.0
11,0.1856,0.211128,7.2e-05,0.0,0.0
12,0.186177,0.210774,6.2e-05,0.0,0.0
13,0.186742,0.210146,7.7e-05,0.0,0.0
14,0.186957,0.209347,7.5e-05,0.0,0.0
15,0.187211,0.208786,5.6e-05,0.0,0.0
16,0.187513,0.208324,5e-05,0.0,0.0
17,0.187913,0.208759,5.4e-05,0.0,0.0
18,0.188084,0.208587,2.2e-05,0.0,0.0
19,0.188258,0.208036,5.3e-05,0.0,0.0
20,0.188585,0.206876,0.00011,0.0,0.0
21,0.188891,0.205675,0.000113,0.0,0.0
22,0.189247,0.204966,7.2e-05,0.0,0.0
23,0.189451,0.204297,6.4e-05,0.0,0.0
24,0.189522,0.204484,1.8e-05,0.0,0.0
25,0.1896,0.204528,8e-06,0.0,0.0
26,0.189771,0.204219,3.2e-05,0.0,0.0
27,0.190008,0.203383,7.9e-05,0.0,0.0
28,0.190278,0.202341,9.8e-05,0.0,0.0
29,0.190493,0.201278,9.9e-05,0.0,0.0
30,0.190832,0.200748,5.7e-05,0.0,0.0
31,0.190929,0.200664,1.2e-05,0.0,0.0
32,0.190707,0.201214,5.4e-05,0.0,0.0
33,0.190442,0.20137,2.8e-05,0.0,0.0
34,0.190583,0.201292,1.5e-05,0.0,0.0
35,0.190927,0.201384,3.2e-05,0.0,0.0
36,0.191133,0.201511,2.2e-05,0.0,0.0
37,0.191115,0.201704,1.8e-05,0.0,0.0
38,0.191061,0.200208,0.000136,0.0,0.0
39,0.191174,0.195207,0.000455,1.0,1.0
40,0.19121,0.187539,0.000697,1.0,1.0
41,0.191262,0.17525,0.001117,2.0,1.0
42,0.19128,0.163248,0.001091,2.0,1.0
43,0.191635,0.151905,0.001032,2.0,1.0
44,0.191225,0.143256,0.000787,1.0,1.0
45,0.190624,0.135944,0.000667,1.0,1.0
46,0.190014,0.128984,0.000635,1.0,1.0
47,0.192204,0.123921,0.000501,1.0,1.0
48,0.202484,0.124324,0.000935,2.0,1.0
49,0.22211,0.1303,0.001865,2.0,2.0
50,0.260238,0.146508,0.003766,2.0,2.0
51,0.315261,0.17067,0.005463,2.0,2.0
52,0.368451,0.196231,0.005365,2.0,2.0
53,0.412946,0.214524,0.004374,2.0,2.0
54,0.445847,0.228691,0.003257,2.0,2.0
55,0.466773,0.235061,0.001989,2.0,2.0
56,0.479815,0.240881,0.001298,2.0,2.0
57,0.487956,0.244987,0.000829,2.0,1.0
58,0.493973,0.249427,0.00068,1.0,1.0
59,0.49918,0.25217,0.000535,1.0,1.0
60,0.50292,0.253624,0.000365,1.0,1.0
61,0.506419,0.254685,0.000332,1.0,1.0
62,0.50899,0.256466,0.000284,1.0,1.0
63,0.511011,0.258063,0.000234,1.0,1.0
64,0.512213,0.259349,0.00016,1.0,1.0
65,0.511056,0.260935,0.000179,1.0,1.0
66,0.50992,0.261747,0.000127,0.0,0.0
67,0.508716,0.262662,0.000137,0.0,0.0
68,0.507907,0.263424,0.000101,0.0,0.0
69,0.507434,0.263986,6.7e-05,0.0,0.0
70,0.506953,0.264254,5e-05,0.0,0.0
71,0.506992,0.263953,2.8e-05,0.0,0.0
72,0.507207,0.264551,5.8e-05,0.0,0.0
73,0.507977,0.264502,7e-05,0.0,0.0
74,0.50837,0.264542,3.6e-05,0.0,0.0
75,0.508456,0.264174,3.4e-05,0.0,0.0
76,0.508264,0.264527,3.7e-05,0.0,0.0
77,0.508292,0.265491,8.8e-05,0.0,0.0
78,0.508506,0.266098,5.8e-05,0.0,0.0
79,0.508711,0.266763,6.3e-05,0.0,0.0
80,0.508999,0.267428,6.6e-05,0.0,0.0
81,0.509354,0.267266,3.5e-05,0.0,0.0
82,0.509843,0.267668,5.8e-05,0.0,0.0
83,0.510176,0.267996,4.3e-05,0.0,0.0
84,0.510377,0.26964,0.000151,0.0,0.0
