,x,y,Velocity,manually results,Classification results
0,0.143952,0.251776,0.000169,1.0,0.0
1,0.150422,0.253498,0.000609,1.0,0.0
2,0.177868,0.260036,0.002565,2.0,1.0
3,0.232141,0.272225,0.005057,2.0,2.0
4,0.298666,0.284522,0.00615,2.0,2.0
5,0.358507,0.296742,0.005552,2.0,2.0
6,0.404243,0.305474,0.004233,2.0,2.0
7,0.437035,0.312548,0.00305,2.0,1.0
8,0.459199,0.316319,0.002044,2.0,1.0
9,0.47302,0.319556,0.00129,2.0,0.0
10,0.483195,0.31607,0.000978,2.0,0.0
11,0.490348,0.313201,0.000701,1.0,0.0
12,0.495284,0.310296,0.000521,1.0,1.0
13,0.499518,0.308188,0.00043,1.0,1.0
14,0.502281,0.306578,0.000291,1.0,1.0
15,0.503952,0.305223,0.000196,1.0,1.0
16,0.503053,0.310826,0.000516,1.0,1.0
17,0.502237,0.315612,0.000441,1.0,1.0
18,0.502252,0.31937,0.000342,1.0,1.0
19,0.501166,0.32142,0.000211,1.0,1.0
20,0.500502,0.322237,9.6e-05,0.0,0.0
21,0.499383,0.321876,0.000107,0.0,0.0
22,0.499541,0.320618,0.000115,0.0,0.0
23,0.499655,0.319461,0.000106,0.0,0.0
24,0.498511,0.31815,0.000158,0.0,0.0
25,0.497953,0.317975,5.3e-05,0.0,0.0
26,0.497644,0.318155,3.3e-05,0.0,0.0
27,0.496961,0.319474,0.000135,0.0,0.0
28,0.496196,0.320331,0.000104,0.0,0.0
29,0.495618,0.32127,0.0001,0.0,0.0
30,0.496788,0.320933,0.000111,0.0,0.0
31,0.49816,0.319193,0.000201,1.0,1.0
32,0.499618,0.315684,0.000345,1.0,1.0
33,0.500996,0.311959,0.000361,1.0,1.0
34,0.502306,0.307487,0.000424,1.0,1.0
35,0.503257,0.303616,0.000362,1.0,1.0
36,0.50105,0.300139,0.000374,1.0,1.0
37,0.499091,0.297807,0.000277,1.0,1.0
38,0.497492,0.296457,0.00019,1.0,1.0
39,0.497413,0.294636,0.000166,1.0,1.0
40,0.496884,0.292989,0.000157,1.0,1.0
41,0.496511,0.291263,0.000161,1.0,1.0
42,0.495191,0.289863,0.000175,1.0,1.0
43,0.494365,0.289033,0.000106,0.0,0.0
44,0.493455,0.288193,0.000113,0.0,0.0
45,0.494269,0.287213,0.000116,0.0,0.0
46,0.495128,0.286182,0.000122,0.0,0.0
47,0.495998,0.286046,8e-05,0.0,0.0
48,0.496794,0.286482,8.3e-05,0.0,0.0
49,0.497436,0.286649,6e-05,0.0,0.0
50,0.497827,0.2863,4.8e-05,0.0,0.0
51,0.498121,0.286144,3e-05,0.0,0.0
52,0.498657,0.285005,0.000114,0.0,0.0
53,0.499183,0.283916,0.00011,0.0,0.0
54,0.499444,0.283669,3.3e-05,0.0,0.0
55,0.49934,0.284758,9.9e-05,0.0,0.0
56,0.499233,0.285306,5.1e-05,0.0,0.0
57,0.498504,0.284955,7.4e-05,0.0,0.0
58,0.497804,0.285391,7.5e-05,0.0,0.0
59,0.497238,0.285606,5.5e-05,0.0,0.0
60,0.49673,0.285486,4.7e-05,0.0,0.0
61,0.496453,0.282854,0.000241,1.0,1.0
62,0.496141,0.280898,0.00018,1.0,1.0
63,0.495644,0.278902,0.000187,1.0,1.0
64,0.495104,0.278865,4.9e-05,0.0,0.0
65,0.494546,0.278772,5.1e-05,0.0,0.0
66,0.495603,0.279222,0.000104,0.0,0.0
