,x,y,Velocity,manually results,Classification results
0,0.178011,0.356401,0.000214,1.0,1.0
1,0.178229,0.35795,0.000142,1.0,1.0
2,0.17839,0.359313,0.000125,1.0,1.0
3,0.178154,0.362275,0.00027,1.0,1.0
4,0.177372,0.364917,0.00025,1.0,1.0
5,0.176654,0.367073,0.000207,1.0,1.0
6,0.175953,0.366754,7e-05,0.0,0.0
7,0.175707,0.366776,2.2e-05,0.0,0.0
8,0.175612,0.366688,1.2e-05,0.0,0.0
9,0.175871,0.365714,9.2e-05,0.0,0.0
10,0.175967,0.36498,6.7e-05,0.0,0.0
11,0.176099,0.364231,6.9e-05,0.0,0.0
12,0.176359,0.363583,6.3e-05,0.0,0.0
13,0.176746,0.36326,4.6e-05,0.0,0.0
14,0.177043,0.363144,2.9e-05,0.0,0.0
15,0.181038,0.363258,0.000363,1.0,1.0
16,0.201866,0.36846,0.001952,2.0,2.0
17,0.232007,0.375883,0.002822,2.0,2.0
18,0.284674,0.381724,0.004817,2.0,2.0
19,0.343626,0.386869,0.00538,2.0,2.0
20,0.39059,0.39136,0.004289,2.0,2.0
21,0.424067,0.392282,0.003045,2.0,2.0
22,0.445834,0.391993,0.001979,2.0,2.0
23,0.459743,0.391074,0.001267,2.0,2.0
24,0.468363,0.393039,0.000804,2.0,2.0
25,0.474498,0.394199,0.000568,1.0,1.0
26,0.478699,0.395269,0.000394,1.0,1.0
27,0.482023,0.393859,0.000328,1.0,1.0
28,0.483801,0.394457,0.000171,1.0,1.0
29,0.485252,0.394458,0.000132,1.0,1.0
30,0.486246,0.396287,0.000189,1.0,1.0
31,0.487575,0.396266,0.000121,0.0,0.0
32,0.488512,0.396102,8.6e-05,0.0,0.0
33,0.489035,0.395323,8.5e-05,0.0,0.0
34,0.489669,0.395716,6.8e-05,0.0,0.0
35,0.490335,0.396766,0.000113,0.0,0.0
36,0.490928,0.398122,0.000135,0.0,0.0
37,0.491166,0.399504,0.000127,0.0,0.0
38,0.491194,0.400742,0.000113,0.0,0.0
39,0.491228,0.400286,4.2e-05,0.0,0.0
40,0.491848,0.39935,0.000102,0.0,0.0
41,0.492498,0.398741,8.1e-05,0.0,0.0
42,0.493045,0.399095,5.9e-05,0.0,0.0
43,0.493017,0.399224,1.2e-05,0.0,0.0
44,0.493064,0.398862,3.3e-05,0.0,0.0
45,0.492716,0.399035,3.5e-05,0.0,0.0
46,0.492334,0.397774,0.00012,0.0,0.0
47,0.491912,0.397215,6.4e-05,0.0,0.0
48,0.491736,0.39668,5.1e-05,0.0,0.0
49,0.491825,0.395798,8.1e-05,0.0,0.0
50,0.491921,0.394926,8e-05,0.0,0.0
51,0.492344,0.394459,5.7e-05,0.0,0.0
52,0.49245,0.395526,9.7e-05,0.0,0.0
53,0.492626,0.396087,5.3e-05,0.0,0.0
54,0.492445,0.39681,6.8e-05,0.0,0.0
55,0.492469,0.397841,9.4e-05,0.0,0.0
56,0.492432,0.398991,0.000105,0.0,0.0
57,0.492941,0.399823,8.9e-05,0.0,0.0
58,0.49368,0.400059,7.1e-05,0.0,0.0
59,0.494506,0.40029,7.8e-05,0.0,0.0
60,0.495083,0.40024,5.3e-05,0.0,0.0
61,0.495303,0.399673,5.5e-05,0.0,0.0
62,0.495399,0.399149,4.8e-05,0.0,0.0
63,0.495093,0.398814,4.1e-05,0.0,0.0
64,0.494951,0.39799,7.6e-05,0.0,0.0
65,0.494817,0.397258,6.8e-05,0.0,0.0
66,0.494956,0.397373,1.6e-05,0.0,0.0
67,0.494982,0.397637,2.4e-05,0.0,0.0
68,0.495096,0.397598,1.1e-05,0.0,0.0
69,0.495329,0.396566,9.6e-05,0.0,0.0
70,0.496177,0.395507,0.000123,0.0,0.0
71,0.496933,0.394661,0.000103,0.0,0.0
72,0.497087,0.393921,6.9e-05,0.0,0.0
73,0.49647,0.393807,5.7e-05,0.0,0.0
74,0.495887,0.393815,5.3e-05,0.0,0.0
75,0.496473,0.395286,0.000144,1.0,1.0
76,0.498404,0.395902,0.000184,1.0,1.0
77,0.500498,0.396469,0.000197,1.0,1.0
78,0.503106,0.396127,0.000239,1.0,1.0
79,0.50541,0.396956,0.000223,1.0,1.0
80,0.50734,0.397837,0.000193,1.0,1.0
81,0.508021,0.39902,0.000124,0.0,0.0
82,0.508652,0.399416,6.8e-05,0.0,0.0
83,0.509369,0.399746,7.2e-05,0.0,0.0
84,0.510161,0.400243,8.5e-05,0.0,0.0
85,0.510636,0.400291,4.3e-05,0.0,0.0
86,0.511051,0.400137,4e-05,0.0,0.0
87,0.511987,0.400087,8.5e-05,0.0,0.0
88,0.513267,0.399725,0.000121,0.0,0.0
