,x,y,Velocity,manually results,Classification results
0,0.243078,0.277005,3.2e-05,0.0,0.0
1,0.243276,0.277221,2.7e-05,0.0,0.0
2,0.243172,0.275761,0.000133,0.0,0.0
3,0.243246,0.274062,0.000155,0.0,0.0
4,0.24323,0.27296,0.0001,0.0,0.0
5,0.242274,0.273444,9.7e-05,0.0,0.0
6,0.244304,0.269546,0.0004,1.0,1.0
7,0.245344,0.265949,0.00034,1.0,1.0
8,0.247207,0.261644,0.000426,1.0,1.0
9,0.245594,0.262034,0.000151,0.0,0.0
10,0.245053,0.262871,9.1e-05,0.0,0.0
11,0.244206,0.264875,0.000198,0.0,0.0
12,0.243338,0.266451,0.000164,0.0,0.0
13,0.242338,0.267103,0.000108,0.0,0.0
14,0.241935,0.267614,5.9e-05,0.0,0.0
15,0.241578,0.268013,4.9e-05,0.0,0.0
16,0.241145,0.268685,7.3e-05,0.0,0.0
17,0.240042,0.269848,0.000146,0.0,0.0
18,0.238882,0.271253,0.000166,0.0,0.0
19,0.237798,0.272321,0.000138,0.0,0.0
20,0.237273,0.273013,7.9e-05,0.0,0.0
21,0.237475,0.273777,7.2e-05,0.0,0.0
22,0.238621,0.275475,0.000186,0.0,0.0
23,0.241621,0.28011,0.000502,1.0,1.0
24,0.247339,0.28527,0.0007,1.0,1.0
25,0.258128,0.293047,0.001209,2.0,2.0
26,0.269689,0.299804,0.001217,2.0,2.0
27,0.280471,0.307686,0.001214,2.0,2.0
28,0.288133,0.31588,0.00102,2.0,2.0
29,0.293462,0.322016,0.000739,2.0,2.0
30,0.297167,0.325224,0.000446,1.0,1.0
31,0.300962,0.326572,0.000366,1.0,1.0
32,0.303228,0.328506,0.000271,1.0,1.0
33,0.305013,0.330011,0.000212,1.0,1.0
34,0.306212,0.3315,0.000174,0.0,0.0
35,0.307529,0.33242,0.000146,0.0,0.0
36,0.309158,0.332387,0.000148,0.0,0.0
37,0.309571,0.331936,5.6e-05,0.0,0.0
38,0.310035,0.331941,4.2e-05,0.0,0.0
39,0.310705,0.332213,6.6e-05,0.0,0.0
40,0.312272,0.332083,0.000143,0.0,0.0
41,0.313715,0.332397,0.000134,0.0,0.0
42,0.315172,0.33169,0.000147,0.0,0.0
43,0.316322,0.331337,0.000109,0.0,0.0
44,0.317573,0.329694,0.000188,0.0,0.0
45,0.318503,0.329641,8.5e-05,0.0,0.0
46,0.319067,0.329816,5.4e-05,0.0,0.0
47,0.319791,0.330386,8.4e-05,0.0,0.0
48,0.320213,0.330586,4.2e-05,0.0,0.0
49,0.319967,0.33053,2.3e-05,0.0,0.0
50,0.319348,0.330364,5.8e-05,0.0,0.0
51,0.318729,0.330492,5.8e-05,0.0,0.0
52,0.318595,0.330675,2.1e-05,0.0,0.0
53,0.31872,0.330867,2.1e-05,0.0,0.0
54,0.318638,0.330756,1.3e-05,0.0,0.0
55,0.318866,0.330931,2.6e-05,0.0,0.0
56,0.318777,0.331527,5.5e-05,0.0,0.0
57,0.318813,0.332964,0.000131,0.0,0.0
58,0.318349,0.33364,7.5e-05,0.0,0.0
59,0.317694,0.333059,8e-05,0.0,0.0
60,0.317511,0.331213,0.000169,0.0,0.0
61,0.3179,0.329521,0.000158,0.0,0.0
62,0.318826,0.328644,0.000116,0.0,0.0
63,0.319132,0.32795,6.9e-05,0.0,0.0
64,0.319283,0.327385,5.3e-05,0.0,0.0
65,0.318836,0.326537,8.7e-05,0.0,0.0
66,0.318825,0.326477,6e-06,0.0,0.0
67,0.317993,0.326417,7.6e-05,0.0,0.0
68,0.317315,0.325031,0.00014,0.0,0.0
69,0.317097,0.322822,0.000202,0.0,0.0
70,0.316988,0.321401,0.00013,0.0,0.0
71,0.317275,0.321355,2.6e-05,0.0,0.0
72,0.316897,0.321774,5.1e-05,0.0,0.0
73,0.317968,0.321827,9.7e-05,0.0,0.0
74,0.319085,0.322015,0.000103,0.0,0.0
75,0.319872,0.322268,7.5e-05,0.0,0.0
76,0.320314,0.321927,5.1e-05,0.0,0.0
77,0.320995,0.320599,0.000136,0.0,0.0
78,0.322307,0.31914,0.000178,0.0,0.0
79,0.323798,0.31804,0.000168,0.0,0.0
80,0.325035,0.318418,0.000118,0.0,0.0
81,0.326175,0.31732,0.000144,0.0,0.0
82,0.32738,0.316146,0.000153,0.0,0.0
83,0.328462,0.315005,0.000143,0.0,0.0
84,0.329005,0.315478,6.5e-05,0.0,0.0
85,0.329549,0.315893,6.2e-05,0.0,0.0
86,0.329145,0.311454,0.000405,1.0,1.0
87,0.328975,0.306167,0.000481,1.0,1.0
88,0.32874,0.301871,0.000391,1.0,1.0
89,0.328981,0.302491,6e-05,0.0,0.0
90,0.329634,0.304302,0.000175,0.0,0.0
91,0.330584,0.3066,0.000226,0.0,0.0
92,0.331574,0.305704,0.000121,0.0,0.0
93,0.332232,0.304342,0.000137,0.0,0.0
94,0.333382,0.303365,0.000137,0.0,0.0
95,0.335756,0.305416,0.000285,1.0,1.0
96,0.338661,0.307636,0.000332,1.0,1.0
97,0.341568,0.310593,0.000377,1.0,1.0
98,0.343146,0.314147,0.000354,1.0,1.0
99,0.3453,0.315055,0.000212,1.0,1.0
100,0.34716,0.315352,0.000171,1.0,1.0
101,0.350189,0.314134,0.000297,1.0,1.0
102,0.352598,0.315097,0.000236,1.0,1.0
103,0.354615,0.314702,0.000187,1.0,1.0
104,0.355485,0.316439,0.000177,1.0,1.0
105,0.356209,0.318815,0.000226,1.0,1.0
106,0.356,0.321838,0.000275,1.0,1.0
107,0.356487,0.324023,0.000204,1.0,1.0
108,0.356789,0.324364,4.1e-05,0.0,0.0
109,0.357905,0.324761,0.000108,0.0,0.0
110,0.358395,0.325916,0.000114,0.0,0.0
111,0.358486,0.325257,6.1e-05,0.0,0.0
112,0.358702,0.325716,4.6e-05,0.0,0.0
113,0.359433,0.324693,0.000114,0.0,0.0
114,0.360155,0.323363,0.000138,0.0,0.0
115,0.35884,0.321198,0.00023,0.0,0.0
116,0.357355,0.319665,0.000194,0.0,0.0
117,0.356116,0.31974,0.000113,0.0,0.0
118,0.356615,0.320151,5.9e-05,0.0,0.0
119,0.357427,0.319738,8.3e-05,0.0,0.0
120,0.358081,0.31897,9.2e-05,0.0,0.0
121,0.35928,0.320179,0.000155,0.0,0.0
122,0.361188,0.324569,0.000435,1.0,1.0
123,0.366432,0.336563,0.00119,2.0,2.0
124,0.370706,0.368251,0.002907,2.0,2.0
125,0.378873,0.418335,0.004613,2.0,2.0
126,0.384095,0.479639,0.005593,2.0,2.0
127,0.396049,0.53541,0.005185,2.0,2.0
128,0.403313,0.58364,0.004434,2.0,2.0
129,0.410472,0.611878,0.002648,2.0,2.0
130,0.414481,0.626279,0.001359,2.0,2.0
131,0.416952,0.634096,0.000745,2.0,2.0
132,0.418314,0.64403,0.000912,2.0,2.0
133,0.413734,0.652319,0.000861,2.0,2.0
134,0.410931,0.654873,0.000345,1.0,1.0
135,0.408533,0.656112,0.000245,1.0,1.0
136,0.410333,0.654573,0.000215,1.0,1.0
137,0.412874,0.653581,0.000248,1.0,1.0
138,0.416161,0.649844,0.000452,1.0,1.0
139,0.418808,0.646587,0.000382,1.0,1.0
140,0.420384,0.644355,0.000248,1.0,1.0
141,0.41954,0.645905,0.00016,1.0,1.0
142,0.417784,0.649699,0.00038,1.0,1.0
143,0.415781,0.652906,0.000344,1.0,1.0
144,0.41569,0.654544,0.000149,1.0,1.0
145,0.414637,0.658382,0.000362,1.0,1.0
146,0.414166,0.661937,0.000326,1.0,1.0
147,0.412765,0.664002,0.000227,0.0,1.0
148,0.41271,0.661926,0.000189,0.0,0.0
149,0.412361,0.66128,6.7e-05,0.0,0.0
150,0.413054,0.662215,0.000106,0.0,0.0
151,0.412315,0.665311,0.000289,0.0,1.0
152,0.411636,0.66842,0.000289,1.0,1.0
153,0.409362,0.6675,0.000223,1.0,1.0
154,0.406674,0.665668,0.000296,1.0,1.0
155,0.404452,0.663548,0.000279,1.0,1.0
156,0.40395,0.664443,9.3e-05,0.0,0.0
157,0.404692,0.665535,0.00012,0.0,0.0
158,0.405891,0.666204,0.000125,0.0,0.0
