,x,y,Velocity,manually results,Classification results
0,0.24382,0.132361,7.2e-05,0.0,0.0
1,0.24357,0.133115,7.2e-05,0.0,0.0
2,0.243088,0.134003,9.2e-05,0.0,0.0
3,0.242942,0.13477,7.1e-05,0.0,0.0
4,0.242659,0.135036,3.5e-05,0.0,0.0
5,0.243108,0.134657,5.3e-05,0.0,0.0
6,0.243586,0.133969,7.6e-05,0.0,0.0
7,0.24406,0.133493,6.1e-05,0.0,0.0
8,0.24424,0.133378,1.9e-05,0.0,0.0
9,0.244462,0.133173,2.7e-05,0.0,0.0
10,0.24477,0.132878,3.9e-05,0.0,0.0
11,0.245155,0.133057,3.9e-05,0.0,0.0
12,0.245488,0.133432,4.6e-05,0.0,0.0
13,0.24582,0.133666,3.7e-05,0.0,0.0
14,0.246213,0.13326,5.1e-05,0.0,0.0
15,0.246665,0.132425,8.6e-05,0.0,0.0
16,0.24689,0.131732,6.6e-05,0.0,0.0
17,0.247024,0.131068,6.2e-05,0.0,0.0
18,0.247301,0.130764,3.7e-05,0.0,0.0
19,0.247613,0.130635,3.1e-05,0.0,0.0
20,0.247857,0.131073,4.6e-05,0.0,0.0
21,0.247859,0.131463,3.5e-05,0.0,0.0
22,0.247965,0.131842,3.6e-05,0.0,0.0
23,0.248228,0.132228,4.2e-05,0.0,0.0
24,0.24859,0.132729,5.6e-05,0.0,0.0
25,0.249202,0.132806,5.6e-05,0.0,0.0
26,0.250034,0.13406,0.000137,1.0,1.0
27,0.250891,0.135951,0.000189,1.0,1.0
28,0.252526,0.143919,0.000739,2.0,2.0
29,0.215237,0.124805,0.000423,2.0,2.0
30,0.251449,0.170704,0.005315,2.0,2.0
31,0.255422,0.177904,0.000748,2.0,2.0
32,0.261038,0.171944,0.000744,2.0,2.0
33,0.261874,0.161028,0.000995,2.0,2.0
34,0.264214,0.14473,0.001497,2.0,2.0
35,0.2658,0.130077,0.00134,2.0,2.0
36,0.265917,0.11497,0.001373,2.0,2.0
37,0.26547,0.101506,0.001225,2.0,2.0
38,0.264328,0.090465,0.001009,2.0,2.0
39,0.263281,0.080761,0.000887,2.0,2.0
40,0.261849,0.072051,0.000802,2.0,2.0
41,0.260262,0.06398,0.000748,2.0,2.0
42,0.263644,0.057656,0.000652,2.0,2.0
43,0.284454,0.058441,0.001893,2.0,2.0
44,0.317517,0.063846,0.003046,2.0,2.0
45,0.366763,0.077192,0.004638,2.0,2.0
46,0.42353,0.094307,0.00539,2.0,2.0
47,0.470996,0.1109,0.004571,2.0,2.0
48,0.507937,0.124053,0.003565,2.0,2.0
49,0.534,0.131504,0.002464,2.0,2.0
50,0.55233,0.13673,0.001733,2.0,2.0
51,0.563313,0.137347,0.001,2.0,2.0
52,0.570162,0.138911,0.000639,2.0,2.0
53,0.574698,0.137963,0.000421,2.0,2.0
54,0.578264,0.137661,0.000325,1.0,1.0
55,0.580435,0.137436,0.000198,1.0,1.0
56,0.581984,0.137228,0.000142,1.0,1.0
57,0.58272,0.136235,0.000112,1.0,1.0
58,0.583454,0.135482,9.6e-05,1.0,1.0
59,0.583555,0.136698,0.000111,1.0,1.0
60,0.58305,0.139563,0.000264,1.0,1.0
61,0.583031,0.141986,0.00022,1.0,1.0
62,0.583723,0.143609,0.00016,1.0,1.0
63,0.584626,0.144777,0.000134,1.0,1.0
64,0.585212,0.145752,0.000103,0.0,1.0
65,0.585423,0.14656,7.6e-05,0.0,0.0
66,0.585967,0.147045,6.6e-05,0.0,0.0
67,0.586243,0.147083,2.5e-05,0.0,0.0
68,0.586308,0.146902,1.7e-05,0.0,0.0
69,0.586016,0.1465,4.5e-05,0.0,0.0
70,0.585089,0.146336,8.6e-05,0.0,0.0
71,0.584338,0.146489,7e-05,0.0,0.0
72,0.583692,0.146287,6.2e-05,0.0,0.0
73,0.584207,0.146334,4.7e-05,0.0,0.0
74,0.584574,0.146334,3.3e-05,0.0,0.0
75,0.585181,0.146568,5.9e-05,0.0,0.0
76,0.585366,0.147017,4.4e-05,0.0,0.0
77,0.585423,0.147653,5.8e-05,0.0,0.0
78,0.585755,0.148305,6.6e-05,0.0,0.0
79,0.585787,0.148341,4e-06,0.0,0.0
80,0.586037,0.148162,2.8e-05,0.0,0.0
81,0.586074,0.147692,4.3e-05,0.0,0.0
82,0.586118,0.148302,5.6e-05,0.0,0.0
83,0.586321,0.148697,4e-05,0.0,0.0
84,0.45487,0.308597,0.000165,0.0,1.0
85,0.454707,0.308731,1.9e-05,0.0,0.0
86,0.454881,0.30822,4.9e-05,0.0,0.0
87,0.454991,0.308136,1.3e-05,0.0,0.0
88,0.455425,0.307737,5.4e-05,0.0,0.0
89,0.455675,0.307773,2.3e-05,0.0,0.0
90,0.455906,0.307363,4.3e-05,0.0,0.0
91,0.456076,0.307199,2.1e-05,0.0,0.0
92,0.455961,0.307943,6.8e-05,0.0,0.0
93,0.456061,0.308488,5e-05,0.0,0.0
94,0.455503,0.309641,0.000116,0.0,1.0
95,0.452871,0.312252,0.000337,1.0,1.0
96,0.447887,0.320036,0.00084,2.0,2.0
97,0.441833,0.330986,0.001138,2.0,2.0
98,0.437204,0.341795,0.001069,2.0,2.0
99,0.432574,0.352445,0.001056,2.0,2.0
100,0.427907,0.361697,0.000942,2.0,2.0
101,0.424278,0.369765,0.000804,2.0,2.0
102,0.420959,0.376215,0.000659,2.0,2.0
103,0.418984,0.381824,0.000541,2.0,2.0
104,0.417402,0.386533,0.000452,2.0,2.0
105,0.416397,0.390582,0.000379,1.0,2.0
106,0.41568,0.393614,0.000283,1.0,2.0
107,0.414723,0.395396,0.000184,1.0,1.0
108,0.41401,0.397186,0.000175,1.0,1.0
109,0.413735,0.399126,0.000178,1.0,1.0
110,0.413468,0.40132,0.000201,1.0,1.0
111,0.413184,0.402921,0.000148,1.0,1.0
112,0.413045,0.403798,8.1e-05,0.0,0.0
113,0.413061,0.403959,1.5e-05,0.0,0.0
114,0.413209,0.403977,1.4e-05,0.0,0.0
115,0.413435,0.404238,3.1e-05,0.0,0.0
116,0.414061,0.403672,7.7e-05,0.0,0.0
117,0.414522,0.403724,4.2e-05,0.0,0.0
118,0.414565,0.403264,4.2e-05,0.0,0.0
119,0.41461,0.403728,4.2e-05,0.0,0.0
120,0.414813,0.404074,3.7e-05,0.0,0.0
121,0.415126,0.405027,9.1e-05,0.0,0.0
122,0.4154,0.405827,7.7e-05,0.0,0.0
123,0.415499,0.406178,3.3e-05,0.0,0.0
124,0.415438,0.406298,1.2e-05,0.0,0.0
125,0.415258,0.406212,1.8e-05,0.0,0.0
126,0.415026,0.406314,2.3e-05,0.0,0.0
127,0.415027,0.406153,1.5e-05,0.0,0.0
128,0.415094,0.406631,4.4e-05,0.0,0.0
129,0.415222,0.407055,4e-05,0.0,0.0
130,0.415293,0.407679,5.7e-05,0.0,0.0
131,0.415086,0.407973,3.3e-05,0.0,0.0
132,0.414748,0.408421,5.1e-05,0.0,0.0
133,0.414477,0.409183,7.3e-05,0.0,0.0
134,0.413638,0.410851,0.00017,1.0,1.0
135,0.412981,0.412646,0.000174,1.0,1.0
136,0.412198,0.414252,0.000162,1.0,1.0
137,0.411936,0.41457,3.7e-05,0.0,0.0
138,0.411931,0.414843,2.5e-05,0.0,0.0
139,0.41215,0.415367,5.2e-05,0.0,0.0
140,0.412432,0.416199,8e-05,0.0,0.0
141,0.412822,0.417297,0.000106,0.0,0.0
142,0.412689,0.417465,2e-05,0.0,0.0
143,0.412438,0.417807,3.9e-05,0.0,0.0
144,0.412015,0.418015,4.3e-05,0.0,0.0
145,0.411842,0.418564,5.2e-05,0.0,0.0
146,0.411518,0.419303,7.3e-05,0.0,0.0
