,x,y,Velocity,Manually results,Classification results
0,0.493209,0.471675,3.6e-05,0.0,0.0
1,0.493065,0.471536,1.8e-05,0.0,0.0
2,0.493329,0.471835,3.6e-05,0.0,0.0
3,0.49355,0.472089,3.1e-05,0.0,0.0
4,0.493696,0.472018,1.5e-05,0.0,0.0
5,0.493801,0.471174,7.7e-05,0.0,0.0
6,0.493986,0.470133,9.6e-05,0.0,0.0
7,0.494123,0.469185,8.7e-05,0.0,0.0
8,0.494048,0.46893,2.4e-05,0.0,0.0
9,0.493922,0.469021,1.4e-05,0.0,0.0
10,0.494005,0.469557,4.9e-05,0.0,0.0
11,0.494223,0.470084,5.2e-05,0.0,0.0
12,0.494419,0.470477,4e-05,0.0,0.0
13,0.494437,0.470794,2.9e-05,0.0,0.0
14,0.494647,0.471393,5.8e-05,0.0,0.0
15,0.494997,0.471971,6.1e-05,0.0,0.0
16,0.495406,0.47192,3.7e-05,0.0,0.0
17,0.495804,0.471271,6.9e-05,0.0,0.0
18,0.496006,0.470751,5.1e-05,0.0,0.0
19,0.496115,0.471015,2.6e-05,0.0,0.0
20,0.495813,0.471462,4.9e-05,0.0,0.0
21,0.49567,0.471757,3e-05,0.0,0.0
22,0.495372,0.471497,3.6e-05,0.0,0.0
23,0.495485,0.471462,1.1e-05,0.0,0.0
24,0.495528,0.47151,6e-06,0.0,0.0
25,0.495577,0.471853,3.1e-05,0.0,0.0
26,0.495626,0.471725,1.2e-05,0.0,0.0
27,0.495627,0.471794,6e-06,0.0,0.0
28,0.495675,0.471542,2.3e-05,0.0,0.0
29,0.495565,0.471502,1.1e-05,0.0,0.0
30,0.495597,0.471423,8e-06,0.0,0.0
31,0.495864,0.47152,2.6e-05,0.0,0.0
32,0.496011,0.471916,3.8e-05,0.0,0.0
33,0.496141,0.472159,2.5e-05,0.0,0.0
34,0.496129,0.472304,1.3e-05,0.0,0.0
35,0.496186,0.47294,5.8e-05,0.0,0.0
36,0.495968,0.473599,6.3e-05,0.0,0.0
37,0.494656,0.473979,0.000124,1.0,1.0
38,0.491759,0.472693,0.000288,1.0,1.0
39,0.487302,0.47059,0.000448,1.0,1.0
40,0.48256,0.468187,0.000483,1.0,1.0
41,0.478134,0.465652,0.000464,1.0,1.0
42,0.474091,0.462956,0.000442,1.0,1.0
43,0.470714,0.460554,0.000377,1.0,1.0
44,0.467836,0.457964,0.000352,1.0,1.0
45,0.465475,0.455919,0.000284,1.0,1.0
46,0.463419,0.45388,0.000263,1.0,1.0
47,0.461537,0.453107,0.000185,1.0,1.0
48,0.459858,0.452187,0.000174,1.0,1.0
49,0.458724,0.451688,0.000113,1.0,1.0
50,0.457825,0.450558,0.000131,1.0,1.0
51,0.45698,0.449991,9.2e-05,1.0,1.0
52,0.455849,0.448952,0.00014,1.0,1.0
53,0.454801,0.448469,0.000105,0.0,1.0
54,0.453887,0.447966,9.5e-05,0.0,0.0
55,0.453092,0.447773,7.4e-05,0.0,0.0
56,0.452594,0.448141,5.6e-05,0.0,0.0
57,0.452267,0.448218,3.1e-05,0.0,0.0
58,0.451996,0.448256,2.5e-05,0.0,0.0
59,0.451696,0.447815,4.8e-05,0.0,0.0
60,0.451392,0.447844,2.8e-05,0.0,0.0
61,0.451298,0.448365,4.8e-05,0.0,0.0
62,0.451318,0.448326,4e-06,0.0,0.0
63,0.451461,0.448201,1.7e-05,0.0,0.0
64,0.451375,0.447625,5.3e-05,0.0,0.0
65,0.451392,0.447105,4.7e-05,0.0,0.0
66,0.451512,0.446677,4e-05,0.0,0.0
67,0.451618,0.446885,2.1e-05,0.0,0.0
68,0.451532,0.447507,5.7e-05,0.0,0.0
69,0.45127,0.447934,4.6e-05,0.0,0.0
70,0.451115,0.447912,1.4e-05,0.0,0.0
71,0.450985,0.447919,1.2e-05,0.0,0.0
72,0.450945,0.448043,1.2e-05,0.0,0.0
73,0.450921,0.448508,4.2e-05,0.0,0.0
74,0.451025,0.448596,1.2e-05,0.0,0.0
75,0.451074,0.448857,2.4e-05,0.0,0.0
76,0.451134,0.448838,6e-06,0.0,0.0
77,0.451066,0.449184,3.2e-05,0.0,0.0
78,0.451056,0.449322,1.3e-05,0.0,0.0
79,0.451654,0.448034,0.000129,1.0,1.0
80,0.453868,0.44458,0.000373,1.0,1.0
81,0.458504,0.436192,0.000871,2.0,2.0
82,0.464155,0.425784,0.001077,2.0,2.0
83,0.469857,0.412593,0.001306,2.0,2.0
84,0.476982,0.390785,0.002086,2.0,2.0
85,0.484605,0.362342,0.002677,2.0,2.0
86,0.492684,0.322166,0.003725,2.0,2.0
87,0.499142,0.278696,0.003995,2.0,2.0
88,0.503556,0.24412,0.003169,2.0,2.0
89,0.506114,0.218011,0.002385,2.0,2.0
90,0.5075,0.2027,0.001398,2.0,2.0
91,0.508491,0.19137,0.001034,2.0,2.0
92,0.508852,0.18693,0.000405,1.0,1.0
93,0.50873,0.186364,5.3e-05,1.0,1.0
94,0.508928,0.189249,0.000263,1.0,1.0
95,0.509473,0.189125,5.1e-05,1.0,1.0
96,0.51027,0.18834,0.000102,1.0,1.0
97,0.510753,0.187563,8.3e-05,1.0,1.0
98,0.510782,0.189278,0.000156,1.0,1.0
99,0.508883,0.191633,0.000275,1.0,1.0
100,0.506579,0.193678,0.00028,1.0,1.0
101,0.50382,0.19785,0.000455,1.0,1.0
102,0.501562,0.203076,0.000518,1.0,1.0
103,0.499793,0.20822,0.000494,1.0,1.0
104,0.498296,0.212321,0.000397,1.0,1.0
105,0.49718,0.215672,0.000321,1.0,1.0
106,0.496382,0.218093,0.000232,1.0,1.0
107,0.495885,0.219731,0.000156,1.0,1.0
108,0.495586,0.220857,0.000106,1.0,1.0
109,0.495191,0.221836,9.6e-05,0.0,0.0
110,0.494826,0.222697,8.5e-05,0.0,0.0
111,0.494533,0.222907,3.3e-05,0.0,0.0
112,0.494555,0.223524,5.6e-05,0.0,0.0
113,0.494525,0.224513,9e-05,0.0,0.0
114,0.494376,0.225175,6.2e-05,0.0,0.0
115,0.493965,0.225382,4.2e-05,0.0,0.0
116,0.493409,0.225157,5.5e-05,0.0,0.0
117,0.492968,0.225107,4e-05,0.0,0.0
118,0.49251,0.22558,6e-05,0.0,0.0
119,0.492424,0.22597,3.6e-05,0.0,0.0
120,0.49213,0.226366,4.5e-05,0.0,0.0
121,0.491868,0.226568,3e-05,0.0,0.0
122,0.491363,0.227104,6.7e-05,0.0,0.0
123,0.490949,0.227648,6.2e-05,0.0,0.0
124,0.490653,0.228111,5e-05,0.0,0.0
125,0.490507,0.228747,5.9e-05,0.0,0.0
126,0.490425,0.229308,5.2e-05,0.0,0.0
127,0.490317,0.229782,4.4e-05,0.0,0.0
128,0.490005,0.229842,2.9e-05,0.0,0.0
129,0.489648,0.229637,3.7e-05,0.0,0.0
130,0.489361,0.229368,3.6e-05,0.0,0.0
131,0.489301,0.228973,3.6e-05,0.0,0.0
132,0.489273,0.228926,5e-06,0.0,0.0
133,0.489237,0.228686,2.2e-05,0.0,0.0
134,0.48913,0.228418,2.6e-05,0.0,0.0
135,0.48917,0.227898,4.7e-05,0.0,0.0
136,0.48917,0.227775,1.1e-05,0.0,0.0
137,0.489298,0.227429,3.4e-05,0.0,0.0
138,0.489335,0.227182,2.3e-05,0.0,0.0
139,0.489384,0.226659,4.8e-05,0.0,0.0
140,0.4893,0.226337,3e-05,0.0,0.0
141,0.489263,0.226117,2e-05,0.0,0.0
142,0.489245,0.225955,1.5e-05,0.0,0.0
143,0.489185,0.226012,8e-06,0.0,0.0
144,0.489117,0.225987,7e-06,0.0,0.0
145,0.488922,0.225893,2e-05,0.0,0.0
146,0.488853,0.225286,5.6e-05,0.0,0.0
147,0.488786,0.224551,6.7e-05,0.0,0.0
148,0.488966,0.223837,6.7e-05,0.0,0.0
149,0.489049,0.223849,8e-06,0.0,0.0
150,0.489142,0.225255,0.000128,1.0,1.0
151,0.489218,0.226669,0.000129,1.0,1.0
152,0.489142,0.228983,0.00021,1.0,1.0
153,0.48905,0.231292,0.00021,1.0,1.0
154,0.488759,0.2338,0.00023,1.0,1.0
155,0.488839,0.235698,0.000173,1.0,1.0
156,0.488891,0.237872,0.000198,1.0,1.0
157,0.489289,0.239966,0.000194,1.0,1.0
158,0.489499,0.241561,0.000146,1.0,1.0
159,0.489701,0.242831,0.000117,1.0,1.0
160,0.489602,0.243825,9.1e-05,1.0,1.0
161,0.48931,0.245127,0.000121,1.0,1.0
162,0.489032,0.246356,0.000115,1.0,1.0
163,0.488998,0.2479,0.00014,1.0,1.0
164,0.489361,0.248514,6.5e-05,0.0,0.0
165,0.489804,0.249104,6.7e-05,0.0,0.0
166,0.490035,0.249152,2.1e-05,0.0,0.0
167,0.490027,0.249134,2e-06,0.0,0.0
168,0.489839,0.24924,2e-05,0.0,0.0
169,0.489787,0.249538,2.7e-05,0.0,0.0
170,0.489707,0.250387,7.8e-05,0.0,0.0
171,0.489583,0.251272,8.1e-05,0.0,0.0
172,0.489423,0.251868,5.6e-05,0.0,0.0
173,0.489303,0.252687,7.5e-05,0.0,0.0
174,0.489271,0.25347,7.1e-05,0.0,0.0
175,0.489292,0.254227,6.9e-05,0.0,0.0
176,0.489366,0.253917,2.9e-05,0.0,0.0
177,0.489417,0.253354,5.1e-05,0.0,0.0
178,0.48922,0.252866,4.8e-05,0.0,0.0
179,0.488935,0.25364,7.5e-05,0.0,0.0
180,0.48861,0.25459,9.1e-05,0.0,0.0
181,0.488241,0.255684,0.000105,0.0,0.0
182,0.488006,0.255878,2.8e-05,0.0,0.0
183,0.487563,0.256568,7.5e-05,0.0,0.0
184,0.487018,0.256994,6.3e-05,0.0,0.0
185,0.486315,0.25757,8.3e-05,0.0,0.0
186,0.485701,0.258004,6.8e-05,0.0,0.0
187,0.484591,0.258944,0.000132,1.0,1.0
188,0.482297,0.26187,0.000338,1.0,1.0
189,0.478402,0.266642,0.00056,2.0,2.0
190,0.473904,0.272256,0.000654,2.0,2.0
191,0.469433,0.278365,0.000688,2.0,2.0
192,0.465153,0.284911,0.000711,2.0,2.0
193,0.461247,0.291027,0.00066,2.0,2.0
194,0.457356,0.296324,0.000598,2.0,2.0
195,0.453885,0.301479,0.000565,1.0,2.0
196,0.450989,0.306168,0.000501,1.0,2.0
197,0.448409,0.310812,0.000483,1.0,2.0
198,0.445934,0.314273,0.000387,1.0,1.0
199,0.443564,0.317689,0.000378,1.0,1.0
200,0.441245,0.320713,0.000346,1.0,1.0
201,0.438712,0.324534,0.000417,1.0,1.0
202,0.436197,0.327725,0.000369,1.0,1.0
203,0.433783,0.330937,0.000365,1.0,1.0
204,0.431519,0.333224,0.000293,1.0,1.0
205,0.429424,0.335646,0.000291,1.0,1.0
206,0.427596,0.338278,0.000291,1.0,1.0
207,0.425852,0.341004,0.000294,1.0,1.0
208,0.424357,0.343502,0.000265,1.0,1.0
209,0.423087,0.345605,0.000223,1.0,1.0
210,0.422001,0.347361,0.000188,1.0,1.0
211,0.421145,0.348691,0.000144,1.0,1.0
212,0.420115,0.349803,0.000138,1.0,1.0
213,0.418848,0.351017,0.000159,1.0,1.0
214,0.417254,0.352482,0.000197,1.0,1.0
215,0.415238,0.353185,0.000194,1.0,1.0
216,0.413098,0.35431,0.00022,1.0,1.0
217,0.411284,0.355466,0.000196,1.0,1.0
218,0.409641,0.357858,0.000264,1.0,1.0
219,0.40829,0.359682,0.000206,1.0,1.0
220,0.407013,0.361506,0.000202,1.0,1.0
221,0.405464,0.363209,0.000209,1.0,1.0
222,0.403799,0.365001,0.000222,1.0,1.0
223,0.402259,0.366084,0.000171,1.0,1.0
224,0.401276,0.366831,0.000112,1.0,1.0
225,0.40027,0.3679,0.000133,1.0,1.0
226,0.399228,0.369045,0.000141,1.0,1.0
227,0.39778,0.370475,0.000185,1.0,1.0
228,0.396501,0.371579,0.000154,1.0,1.0
229,0.395071,0.373032,0.000185,1.0,1.0
230,0.393846,0.374002,0.000142,1.0,1.0
231,0.392344,0.375236,0.000177,1.0,1.0
232,0.391126,0.375557,0.000115,1.0,1.0
233,0.389426,0.376369,0.000171,1.0,1.0
234,0.387669,0.37745,0.000188,1.0,1.0
235,0.386053,0.379038,0.000206,1.0,1.0
236,0.385163,0.380365,0.000145,1.0,1.0
237,0.384385,0.381491,0.000124,1.0,1.0
238,0.383554,0.382798,0.000141,1.0,1.0
239,0.382515,0.384509,0.000182,1.0,1.0
240,0.381339,0.386152,0.000184,1.0,1.0
241,0.380413,0.387424,0.000143,1.0,1.0
242,0.379227,0.388895,0.000172,1.0,1.0
243,0.377838,0.390767,0.000212,1.0,1.0
244,0.376059,0.392861,0.00025,1.0,1.0
245,0.374484,0.395035,0.000244,1.0,1.0
246,0.372972,0.396986,0.000224,1.0,1.0
247,0.371509,0.398804,0.000212,1.0,1.0
248,0.369653,0.400793,0.000247,1.0,1.0
249,0.367686,0.403513,0.000305,1.0,1.0
250,0.366045,0.405835,0.000258,1.0,1.0
251,0.36444,0.407369,0.000202,1.0,1.0
252,0.362792,0.408448,0.000179,1.0,1.0
253,0.361118,0.409898,0.000201,1.0,1.0
254,0.359423,0.411675,0.000223,1.0,1.0
255,0.357848,0.413087,0.000192,1.0,1.0
256,0.35644,0.414144,0.00016,1.0,1.0
257,0.354827,0.415583,0.000197,1.0,1.0
258,0.353091,0.417389,0.000228,1.0,1.0
259,0.351163,0.41944,0.000256,1.0,1.0
260,0.349805,0.421148,0.000198,1.0,1.0
261,0.348464,0.423114,0.000216,1.0,1.0
262,0.34753,0.424752,0.000171,1.0,1.0
263,0.346458,0.426502,0.000187,1.0,1.0
264,0.34546,0.427855,0.000153,1.0,1.0
265,0.344432,0.429664,0.000189,1.0,1.0
266,0.342936,0.431508,0.000216,1.0,1.0
267,0.341196,0.433771,0.000259,1.0,1.0
268,0.339157,0.435705,0.000255,1.0,1.0
269,0.33739,0.437788,0.000248,1.0,1.0
270,0.335757,0.439557,0.000219,1.0,1.0
271,0.334547,0.440843,0.00016,1.0,1.0
272,0.333674,0.441782,0.000117,1.0,1.0
273,0.332895,0.442719,0.000111,1.0,1.0
274,0.332179,0.443904,0.000126,1.0,1.0
275,0.331316,0.445131,0.000136,1.0,1.0
276,0.3304,0.446555,0.000154,1.0,1.0
277,0.329455,0.447376,0.000114,1.0,1.0
278,0.328101,0.448256,0.000147,1.0,1.0
279,0.326651,0.44934,0.000165,1.0,1.0
280,0.32531,0.4506,0.000167,1.0,1.0
281,0.324025,0.4519,0.000166,1.0,1.0
282,0.322789,0.452871,0.000143,1.0,1.0
283,0.321456,0.453685,0.000142,1.0,1.0
284,0.320492,0.454065,9.4e-05,1.0,1.0
285,0.31961,0.454908,0.000111,1.0,1.0
286,0.318959,0.455811,0.000101,1.0,1.0
287,0.318148,0.457281,0.000153,1.0,1.0
288,0.317168,0.458359,0.000132,1.0,1.0
289,0.315977,0.459602,0.000156,1.0,1.0
290,0.314952,0.460787,0.000143,1.0,1.0
291,0.313911,0.462105,0.000153,1.0,1.0
292,0.312772,0.463585,0.00017,1.0,1.0
293,0.311484,0.465422,0.000204,1.0,1.0
294,0.310341,0.467473,0.000213,1.0,1.0
295,0.309512,0.469493,0.000199,1.0,1.0
296,0.308729,0.47112,0.000164,1.0,1.0
297,0.307846,0.472829,0.000175,1.0,1.0
298,0.306998,0.474667,0.000184,1.0,1.0
299,0.306137,0.476654,0.000197,1.0,1.0
300,0.305149,0.478701,0.000207,1.0,1.0
301,0.304239,0.480526,0.000185,1.0,1.0
302,0.303343,0.482155,0.000169,1.0,1.0
303,0.302276,0.483878,0.000184,1.0,1.0
304,0.301169,0.485439,0.000174,1.0,1.0
305,0.299931,0.486877,0.000172,1.0,1.0
306,0.298798,0.488468,0.000178,1.0,1.0
307,0.29763,0.489827,0.000163,1.0,1.0
308,0.296533,0.491288,0.000166,1.0,1.0
309,0.29543,0.492424,0.000144,1.0,1.0
310,0.294269,0.49359,0.00015,1.0,1.0
311,0.29285,0.494403,0.000149,1.0,1.0
312,0.291661,0.495248,0.000133,1.0,1.0
313,0.290614,0.496006,0.000118,1.0,1.0
314,0.289828,0.497047,0.000119,1.0,1.0
315,0.289024,0.497989,0.000113,1.0,1.0
316,0.288375,0.498974,0.000107,0.0,1.0
317,0.287717,0.498921,6e-05,0.0,0.0
318,0.287152,0.498945,5.1e-05,0.0,0.0
319,0.286596,0.499041,5.1e-05,0.0,0.0
320,0.286212,0.49982,7.9e-05,0.0,0.0
321,0.285834,0.500178,4.7e-05,0.0,0.0
322,0.28544,0.500565,5e-05,0.0,0.0
323,0.285,0.500844,4.7e-05,0.0,0.0
324,0.284639,0.501264,5e-05,0.0,0.0
325,0.284588,0.501211,7e-06,0.0,0.0
326,0.284539,0.501338,1.2e-05,0.0,0.0
327,0.284434,0.501361,1e-05,0.0,0.0
328,0.284353,0.501315,8e-06,0.0,0.0
329,0.284439,0.501151,1.7e-05,0.0,0.0
330,0.284455,0.501039,1e-05,0.0,0.0
331,0.284488,0.501167,1.2e-05,0.0,0.0
332,0.284795,0.501291,3e-05,0.0,0.0
333,0.285562,0.501738,8.1e-05,0.0,0.0
334,0.286509,0.501926,8.8e-05,0.0,0.0
335,0.287384,0.50218,8.3e-05,0.0,0.0
336,0.288081,0.502404,6.7e-05,0.0,0.0
337,0.288453,0.502678,4.2e-05,0.0,0.0
338,0.288907,0.503088,5.6e-05,0.0,0.0
339,0.289375,0.503481,5.6e-05,0.0,0.0
340,0.289702,0.504155,6.8e-05,0.0,0.0
341,0.289903,0.504858,6.6e-05,0.0,0.0
342,0.290114,0.505924,9.9e-05,0.0,0.0
343,0.290534,0.50691,9.7e-05,0.0,0.0
344,0.290862,0.507985,0.000102,0.0,0.0
345,0.291233,0.508892,8.9e-05,0.0,0.0
346,0.291589,0.509859,9.4e-05,0.0,0.0
347,0.292061,0.510615,8.1e-05,0.0,0.0
348,0.292359,0.511494,8.4e-05,0.0,0.0
349,0.292478,0.51231,7.5e-05,0.0,0.0
350,0.292717,0.513085,7.4e-05,0.0,0.0
351,0.293028,0.513989,8.7e-05,0.0,0.0
352,0.293555,0.51497,0.000101,0.0,0.0
353,0.293895,0.516164,0.000113,0.0,1.0
354,0.294082,0.51753,0.000125,0.0,1.0
355,0.293969,0.518556,9.4e-05,0.0,1.0
356,0.293924,0.519691,0.000103,0.0,1.0
357,0.293956,0.520748,9.6e-05,0.0,1.0
358,0.294207,0.522013,0.000117,0.0,1.0
359,0.294131,0.523073,9.7e-05,0.0,1.0
360,0.295533,0.525171,0.000229,1.0,1.0
361,0.301973,0.532815,0.000909,1.0,2.0
362,0.321055,0.556932,0.002796,2.0,2.0
363,0.357962,0.603436,0.005397,2.0,2.0
364,0.393108,0.651026,0.005378,2.0,2.0
365,0.422436,0.687999,0.00429,2.0,2.0
366,0.442923,0.714435,0.00304,2.0,2.0
367,0.45783,0.732879,0.002156,2.0,2.0
368,0.467509,0.745349,0.001435,2.0,2.0
369,0.473859,0.753739,0.000957,2.0,2.0
370,0.477451,0.758835,0.000567,2.0,2.0
371,0.479639,0.761828,0.000337,1.0,1.0
372,0.480818,0.764861,0.000296,1.0,1.0
373,0.481817,0.766867,0.000204,1.0,1.0
374,0.482273,0.768916,0.000191,1.0,1.0
375,0.48246,0.769845,8.6e-05,0.0,0.0
376,0.482277,0.770946,0.000101,0.0,0.0
377,0.482518,0.770809,2.5e-05,0.0,0.0
378,0.482914,0.770676,3.8e-05,0.0,0.0
379,0.483503,0.769792,9.7e-05,0.0,0.0
380,0.483874,0.7692,6.3e-05,0.0,0.0
381,0.484234,0.768705,5.6e-05,0.0,0.0
382,0.484332,0.768661,1e-05,0.0,0.0
383,0.484611,0.769197,5.5e-05,0.0,0.0
384,0.484712,0.769709,4.7e-05,0.0,0.0
385,0.484897,0.769754,1.7e-05,0.0,0.0
386,0.485125,0.769727,2.1e-05,0.0,0.0
387,0.485226,0.769965,2.3e-05,0.0,0.0
388,0.485512,0.770653,6.8e-05,0.0,0.0
389,0.485729,0.771176,5.1e-05,0.0,0.0
390,0.485801,0.77158,3.7e-05,0.0,0.0
391,0.485916,0.771789,2.2e-05,0.0,0.0
392,0.486117,0.771851,1.9e-05,0.0,0.0
393,0.486352,0.771484,4e-05,0.0,0.0
394,0.48624,0.771052,4.1e-05,0.0,0.0
395,0.485753,0.770628,5.9e-05,0.0,0.0
396,0.485425,0.770864,3.7e-05,0.0,0.0
397,0.485082,0.771131,4e-05,0.0,0.0
398,0.485005,0.771536,3.7e-05,0.0,0.0
399,0.484831,0.771491,1.6e-05,0.0,0.0
400,0.484797,0.771327,1.5e-05,0.0,0.0
401,0.484768,0.771329,3e-06,0.0,0.0
402,0.484788,0.771591,2.4e-05,0.0,0.0
403,0.484764,0.772304,6.5e-05,0.0,0.0
404,0.48483,0.772705,3.7e-05,0.0,0.0
405,0.484865,0.773282,5.3e-05,0.0,0.0
406,0.484941,0.773604,3e-05,0.0,0.0
407,0.484917,0.773944,3.1e-05,0.0,0.0
408,0.484855,0.774227,2.6e-05,0.0,0.0
409,0.484928,0.774148,1e-05,0.0,0.0
410,0.484978,0.77408,8e-06,0.0,0.0
411,0.48504,0.77391,1.6e-05,0.0,0.0
412,0.485026,0.773847,6e-06,0.0,0.0
413,0.485029,0.773358,4.4e-05,0.0,0.0
414,0.485018,0.772921,4e-05,0.0,0.0
415,0.485026,0.772642,2.5e-05,0.0,0.0
416,0.484868,0.772579,1.5e-05,0.0,0.0
417,0.484652,0.772539,2e-05,0.0,0.0
418,0.48433,0.772465,3e-05,0.0,0.0
419,0.483952,0.772632,3.8e-05,0.0,0.0
420,0.483644,0.772815,3.3e-05,0.0,0.0
421,0.483408,0.772827,2.1e-05,0.0,0.0
422,0.483164,0.772652,2.7e-05,0.0,0.0
423,0.482956,0.772119,5.2e-05,0.0,0.0
424,0.482892,0.771744,3.5e-05,0.0,0.0
425,0.483038,0.771123,5.8e-05,0.0,0.0
426,0.483139,0.770535,5.4e-05,0.0,0.0
427,0.483143,0.769664,7.9e-05,0.0,0.0
428,0.48296,0.76884,7.7e-05,0.0,0.0
429,0.482786,0.768178,6.2e-05,0.0,0.0
430,0.482633,0.768036,1.9e-05,0.0,0.0
431,0.482562,0.767893,1.5e-05,0.0,0.0
432,0.482418,0.767734,1.9e-05,0.0,0.0
433,0.482149,0.767139,5.9e-05,0.0,0.0
434,0.481817,0.766118,9.8e-05,0.0,0.0
435,0.481606,0.764959,0.000107,0.0,0.0
436,0.481627,0.763847,0.000101,0.0,0.0
437,0.481783,0.763286,5.3e-05,0.0,0.0
438,0.481951,0.762713,5.4e-05,0.0,0.0
439,0.482052,0.761966,6.9e-05,0.0,0.0
440,0.482153,0.760841,0.000103,0.0,0.0
441,0.482233,0.75965,0.000109,0.0,0.0
442,0.482156,0.758873,7.1e-05,0.0,0.0
443,0.482076,0.758637,2.3e-05,0.0,0.0
444,0.481999,0.758448,1.9e-05,0.0,0.0
445,0.482053,0.757952,4.5e-05,0.0,0.0
446,0.482148,0.757603,3.3e-05,0.0,0.0
447,0.482232,0.757349,2.4e-05,0.0,0.0
448,0.482255,0.757353,2e-06,0.0,0.0
449,0.482316,0.756845,4.7e-05,0.0,0.0
450,0.483081,0.755923,0.000109,0.0,1.0
451,0.486739,0.75308,0.000421,1.0,1.0
452,0.499815,0.744067,0.001444,2.0,2.0
453,0.535607,0.718886,0.003978,2.0,2.0
454,0.58373,0.684518,0.005376,2.0,2.0
455,0.634597,0.647117,0.00574,2.0,2.0
456,0.675911,0.610256,0.005033,2.0,2.0
457,0.703034,0.585544,0.003336,2.0,2.0
458,0.720653,0.569987,0.002137,2.0,2.0
459,0.731484,0.561171,0.00127,2.0,2.0
460,0.739389,0.554398,0.000946,2.0,2.0
461,0.744461,0.549643,0.000632,2.0,2.0
462,0.74759,0.546575,0.000398,1.0,1.0
463,0.749172,0.544858,0.000212,1.0,1.0
464,0.75015,0.543963,0.00012,0.0,1.0
465,0.750604,0.543167,8.3e-05,0.0,0.0
466,0.751026,0.542041,0.000109,0.0,0.0
467,0.750973,0.541584,4.2e-05,0.0,0.0
468,0.750505,0.54134,4.8e-05,0.0,0.0
469,0.749893,0.540719,7.9e-05,0.0,0.0
470,0.749118,0.54029,8.1e-05,0.0,0.0
471,0.748639,0.540364,4.4e-05,0.0,0.0
472,0.748229,0.541034,7.1e-05,0.0,0.0
473,0.748232,0.54185,7.4e-05,0.0,0.0
474,0.748073,0.542509,6.2e-05,0.0,0.0
475,0.74787,0.543967,0.000134,0.0,0.0
476,0.747403,0.544942,9.8e-05,0.0,0.0
477,0.747071,0.54535,4.8e-05,0.0,0.0
478,0.746577,0.544779,6.9e-05,0.0,0.0
479,0.745948,0.545,6.1e-05,0.0,0.0
480,0.745247,0.545039,6.4e-05,0.0,0.0
481,0.744704,0.544754,5.6e-05,0.0,0.0
482,0.744367,0.543691,0.000101,0.0,0.0
483,0.744052,0.543106,6e-05,0.0,0.0
484,0.743951,0.542612,4.6e-05,0.0,0.0
485,0.743809,0.54268,1.4e-05,0.0,0.0
486,0.743586,0.542361,3.5e-05,0.0,0.0
487,0.743135,0.542315,4.1e-05,0.0,0.0
488,0.742659,0.541511,8.5e-05,0.0,0.0
489,0.742158,0.540851,7.5e-05,0.0,0.0
