,x,y,Velocity,manually results,Classification results
0,0.192118,0.149888,5.3e-05,0.0,0.0
1,0.191609,0.148663,0.000121,0.0,0.0
2,0.191213,0.14746,0.000115,0.0,0.0
3,0.191028,0.146183,0.000117,0.0,0.0
4,0.190784,0.145918,3.3e-05,0.0,0.0
5,0.190609,0.1454,5e-05,0.0,0.0
6,0.190276,0.146203,7.9e-05,0.0,0.0
7,0.190256,0.147055,7.8e-05,0.0,0.0
8,0.190222,0.147956,8.2e-05,0.0,0.0
9,0.19089,0.148454,7.6e-05,0.0,0.0
10,0.199836,0.151689,0.000865,1.0,1.0
11,0.214359,0.156647,0.001395,2.0,1.0
12,0.252594,0.167397,0.003611,2.0,2.0
13,0.318454,0.188459,0.006286,2.0,2.0
14,0.379654,0.209034,0.00587,2.0,2.0
15,0.428823,0.22806,0.004793,2.0,2.0
16,0.464161,0.241559,0.003439,2.0,2.0
17,0.488349,0.250637,0.002349,2.0,2.0
18,0.50493,0.255709,0.001576,2.0,1.0
19,0.516895,0.258582,0.001119,2.0,1.0
20,0.525054,0.259519,0.000747,1.0,1.0
21,0.529669,0.258281,0.000434,1.0,1.0
22,0.53139,0.257589,0.000169,1.0,0.0
23,0.531699,0.257537,2.9e-05,0.0,0.0
24,0.531966,0.256482,9.9e-05,0.0,0.0
25,0.532571,0.254406,0.000197,0.0,0.0
26,0.533882,0.254427,0.000119,0.0,0.0
27,0.535279,0.254548,0.000127,0.0,0.0
28,0.536247,0.255078,0.0001,0.0,0.0
29,0.536505,0.255405,3.8e-05,0.0,0.0
30,0.535848,0.257748,0.000221,0.0,0.0
31,0.535736,0.259521,0.000161,0.0,0.0
32,0.535949,0.260339,7.7e-05,0.0,0.0
33,0.53708,0.258779,0.000175,0.0,0.0
34,0.537598,0.257573,0.000119,0.0,0.0
35,0.53754,0.256631,8.6e-05,0.0,0.0
36,0.537555,0.256071,5.1e-05,0.0,0.0
37,0.537947,0.255165,9e-05,0.0,0.0
38,0.538376,0.254607,6.4e-05,0.0,0.0
39,0.538881,0.253071,0.000147,0.0,0.0
40,0.539434,0.251852,0.000122,0.0,0.0
41,0.539959,0.250235,0.000155,0.0,0.0
42,0.540275,0.249396,8.1e-05,0.0,0.0
43,0.540129,0.248723,6.3e-05,0.0,0.0
44,0.539955,0.248186,5.1e-05,0.0,0.0
45,0.539797,0.248375,2.2e-05,0.0,0.0
46,0.539818,0.248654,2.5e-05,0.0,0.0
47,0.539741,0.249588,8.5e-05,0.0,0.0
48,0.539795,0.250548,8.7e-05,0.0,0.0
49,0.539866,0.250797,2.4e-05,0.0,0.0
50,0.539973,0.251068,2.6e-05,0.0,0.0
