,x,y,Velocity,manually results,Classification results
0,0.111217,0.311394,0.00029,1.0,1.0
1,0.108003,0.310845,0.000296,1.0,1.0
2,0.106419,0.302028,0.000814,1.0,1.0
3,0.105629,0.267517,0.003138,2.0,2.0
4,0.170001,0.307452,0.006887,2.0,2.0
5,0.16731,0.309977,0.000335,1.0,1.0
6,0.168598,0.306375,0.000348,1.0,1.0
7,0.170539,0.300356,0.000575,1.0,1.0
8,0.173289,0.294069,0.000624,1.0,1.0
9,0.174025,0.296015,0.000189,1.0,1.0
10,0.182909,0.301155,0.000933,1.0,1.0
11,0.19341,0.305942,0.001049,2.0,1.0
12,0.227107,0.312449,0.00312,2.0,2.0
13,0.30173,0.328804,0.006945,2.0,2.0
14,0.375268,0.347247,0.006892,2.0,2.0
15,0.438852,0.364886,0.005999,2.0,2.0
16,0.480341,0.378094,0.003958,2.0,2.0
17,0.507515,0.387545,0.002616,2.0,2.0
18,0.523528,0.392931,0.001536,2.0,2.0
19,0.531209,0.396791,0.000782,1.0,1.0
20,0.535914,0.399717,0.000504,1.0,1.0
21,0.538513,0.402263,0.000331,1.0,1.0
22,0.539798,0.404852,0.000263,1.0,1.0
23,0.540836,0.408472,0.000342,1.0,1.0
24,0.541016,0.412198,0.000339,1.0,1.0
25,0.541501,0.414595,0.000222,1.0,1.0
26,0.542493,0.415968,0.000154,0.0,0.0
27,0.543557,0.41517,0.000121,0.0,0.0
28,0.544153,0.413915,0.000126,0.0,0.0
29,0.544286,0.412054,0.00017,0.0,0.0
30,0.544157,0.412124,1.3e-05,0.0,0.0
31,0.544359,0.412992,8.1e-05,0.0,0.0
32,0.544363,0.412709,2.6e-05,0.0,0.0
33,0.544724,0.410929,0.000165,0.0,0.0
34,0.544761,0.410648,2.6e-05,0.0,0.0
35,0.544778,0.411491,7.7e-05,0.0,0.0
36,0.544315,0.412709,0.000118,0.0,0.0
37,0.543821,0.413041,5.4e-05,0.0,0.0
38,0.543553,0.412454,5.9e-05,0.0,0.0
39,0.542112,0.413126,0.000145,0.0,0.0
40,0.539717,0.413989,0.000231,1.0,1.0
41,0.536996,0.415241,0.000272,1.0,1.0
42,0.534661,0.415818,0.000219,1.0,1.0
43,0.532337,0.416717,0.000226,1.0,1.0
44,0.530558,0.417446,0.000175,0.0,0.0
45,0.529171,0.418418,0.000154,0.0,0.0
46,0.528126,0.419385,0.000129,0.0,0.0
47,0.527218,0.419949,9.7e-05,0.0,0.0
48,0.526253,0.420321,9.4e-05,0.0,0.0
49,0.525665,0.420594,5.9e-05,0.0,0.0
50,0.525416,0.421614,9.5e-05,0.0,0.0
51,0.525193,0.422857,0.000115,0.0,0.0
52,0.525099,0.42461,0.00016,0.0,0.0
53,0.524607,0.42565,0.000105,0.0,0.0
54,0.523961,0.425767,6e-05,0.0,0.0
55,0.523405,0.425908,5.2e-05,0.0,0.0
56,0.522965,0.426144,4.5e-05,0.0,0.0
57,0.522629,0.426522,4.6e-05,0.0,0.0
58,0.522508,0.427049,4.9e-05,0.0,0.0
59,0.52222,0.427761,7e-05,0.0,0.0
60,0.52172,0.428975,0.000119,0.0,0.0
61,0.520923,0.430922,0.000191,0.0,0.0
62,0.520359,0.432341,0.000139,0.0,0.0
63,0.520031,0.433185,8.2e-05,0.0,0.0
64,0.520287,0.433222,2.3e-05,0.0,0.0
65,0.520549,0.433367,2.7e-05,0.0,0.0
66,0.520816,0.432912,4.8e-05,0.0,0.0
67,0.521021,0.432076,7.8e-05,0.0,0.0
68,0.521283,0.432223,2.7e-05,0.0,0.0
69,0.521481,0.433307,0.0001,0.0,0.0
70,0.521374,0.434988,0.000153,0.0,0.0
71,0.520885,0.436448,0.00014,0.0,0.0
72,0.520558,0.437514,0.000101,0.0,0.0
73,0.519839,0.43916,0.000163,0.0,0.0
74,0.519438,0.43997,8.2e-05,0.0,0.0
75,0.519319,0.440465,4.6e-05,0.0,0.0
76,0.518677,0.439914,7.7e-05,0.0,0.0
77,0.518445,0.439393,5.2e-05,0.0,0.0
78,0.517975,0.438962,5.8e-05,0.0,0.0
79,0.517897,0.439368,3.8e-05,0.0,0.0
80,0.517773,0.439567,2.1e-05,0.0,0.0
81,0.51806,0.439279,3.7e-05,0.0,0.0
82,0.518717,0.438986,6.5e-05,0.0,0.0
83,0.518977,0.43915,2.8e-05,0.0,0.0
84,0.518842,0.439834,6.3e-05,0.0,0.0
85,0.518536,0.439809,2.8e-05,0.0,0.0
86,0.518316,0.439353,4.6e-05,0.0,0.0
87,0.518343,0.438885,4.3e-05,0.0,0.0
88,0.518254,0.438824,1e-05,0.0,0.0
89,0.518181,0.438558,2.5e-05,0.0,0.0
90,0.518017,0.438008,5.2e-05,0.0,0.0
91,0.517888,0.437045,8.8e-05,0.0,0.0
92,0.517913,0.436431,5.6e-05,0.0,0.0
93,0.517869,0.436004,3.9e-05,0.0,0.0
94,0.517332,0.435503,6.7e-05,0.0,0.0
95,0.516703,0.434499,0.000108,0.0,0.0
96,0.516095,0.433556,0.000102,0.0,0.0
97,0.51613,0.433305,2.3e-05,0.0,0.0
98,0.51618,0.433948,5.9e-05,0.0,0.0
99,0.512261,0.43675,0.000438,1.0,1.0
100,0.490555,0.447454,0.0022,2.0,2.0
101,0.459142,0.462372,0.003161,2.0,2.0
102,0.412748,0.495715,0.005194,2.0,2.0
103,0.368713,0.530588,0.005106,2.0,2.0
104,0.335842,0.556354,0.003797,2.0,2.0
105,0.3149,0.570079,0.002276,2.0,2.0
106,0.301931,0.58003,0.001486,2.0,2.0
107,0.292391,0.587508,0.001102,1.0,1.0
108,0.285266,0.587528,0.000648,1.0,1.0
109,0.281143,0.589249,0.000406,1.0,1.0
110,0.27756,0.589606,0.000327,1.0,1.0
111,0.274536,0.593124,0.000422,1.0,1.0
112,0.271353,0.594349,0.00031,1.0,1.0
113,0.269379,0.595545,0.00021,1.0,1.0
114,0.268517,0.59216,0.000318,1.0,1.0
115,0.268218,0.591152,9.6e-05,1.0,0.0
116,0.267885,0.591565,4.8e-05,1.0,0.0
117,0.266631,0.587934,0.000349,1.0,1.0
118,0.265305,0.583395,0.00043,1.0,1.0
119,0.264481,0.579551,0.000357,1.0,1.0
120,0.265624,0.584017,0.000419,1.0,1.0
121,0.266477,0.596795,0.001164,1.0,1.0
122,0.26757,0.609684,0.001176,1.0,1.0
123,0.270753,0.620322,0.001009,1.0,1.0
124,0.274401,0.629894,0.000931,1.0,1.0
125,0.276845,0.637016,0.000685,1.0,1.0
126,0.276723,0.643154,0.000558,1.0,1.0
127,0.276856,0.647589,0.000403,1.0,1.0
128,0.277507,0.651827,0.00039,1.0,1.0
