,0,1,2
61,0.522702,0.758672,6.2e-05
62,0.52288,0.758237,4.3e-05
63,0.523251,0.757783,5.3e-05
64,0.523488,0.757741,2.2e-05
65,0.524138,0.757369,6.8e-05
66,0.524426,0.757383,2.6e-05
67,0.524783,0.757023,4.6e-05
68,0.525087,0.756734,3.8e-05
69,0.525405,0.756505,3.6e-05
70,0.525667,0.756044,4.8e-05
71,0.525691,0.755356,6.3e-05
72,0.52548,0.755141,2.7e-05
73,0.525143,0.755074,3.1e-05
74,0.524889,0.755322,3.2e-05
75,0.524878,0.755183,1.3e-05
76,0.52503,0.755162,1.4e-05
77,0.525188,0.755235,1.6e-05
78,0.525818,0.754781,7.1e-05
79,0.52633,0.754141,7.5e-05
80,0.526774,0.753617,6.2e-05
81,0.526392,0.753862,4.1e-05
82,0.526198,0.754416,5.3e-05
83,0.528239,0.754177,0.000187
84,0.548461,0.737383,0.00239
85,0.577826,0.709659,0.003671
86,0.616691,0.668591,0.00514
87,0.657752,0.613976,0.006212
88,0.688665,0.576514,0.004415
89,0.714463,0.542652,0.00387
90,0.730858,0.528221,0.001986
91,0.740751,0.517973,0.001295
92,0.746414,0.51309,0.00068
93,0.749875,0.508192,0.000545
94,0.75242,0.504563,0.000403
95,0.755314,0.496858,0.000748
96,0.755912,0.492298,0.000418
97,0.756627,0.488172,0.000381
98,0.755697,0.487202,0.000122
99,0.754768,0.487017,8.6e-05
100,0.754103,0.486633,7e-05
101,0.754375,0.485176,0.000135
102,0.754865,0.481558,0.000332
103,0.755299,0.479569,0.000185
104,0.755557,0.479686,2.6e-05
105,0.755443,0.480715,9.4e-05
106,0.755603,0.481723,9.3e-05
107,0.755394,0.482394,6.4e-05
108,0.755105,0.483649,0.000117
109,0.754277,0.483631,7.5e-05
110,0.753273,0.481792,0.00019
111,0.753042,0.479358,0.000222
112,0.752985,0.47763,0.000157
113,0.752853,0.477441,2.1e-05
114,0.752454,0.477229,4.1e-05
115,0.752013,0.47728,4e-05
116,0.751953,0.477187,1e-05
117,0.754175,0.477251,0.000202
118,0.756603,0.477214,0.000221
119,0.759404,0.47805,0.000266
120,0.761723,0.478244,0.000212
121,0.763578,0.478385,0.000169
122,0.765164,0.476762,0.000206
123,0.76687,0.475758,0.00018
124,0.768535,0.475178,0.00016
125,0.769879,0.475955,0.000141
126,0.77069,0.477365,0.000148
127,0.771416,0.478566,0.000128
128,0.772123,0.478889,7.1e-05
129,0.772572,0.478423,5.9e-05
130,0.772969,0.478128,4.5e-05
131,0.773201,0.478697,5.6e-05
132,0.773457,0.479834,0.000106
133,0.7738,0.480608,7.7e-05
134,0.773989,0.480946,3.5e-05
135,0.774428,0.480316,7e-05
136,0.77459,0.479575,6.9e-05
137,0.775095,0.479401,4.9e-05
138,0.77517,0.479895,4.5e-05
139,0.775331,0.480565,6.3e-05
140,0.775256,0.480387,1.8e-05
141,0.775445,0.480342,1.8e-05
142,0.775485,0.480362,4e-06
143,0.775781,0.480297,2.8e-05
144,0.776189,0.480284,3.7e-05
145,0.776604,0.48003,4.4e-05
146,0.77687,0.48042,4.3e-05
147,0.777063,0.480834,4.2e-05
148,0.777397,0.481181,4.4e-05
149,0.777793,0.481372,4e-05
150,0.778111,0.481322,2.9e-05
151,0.778232,0.481415,1.4e-05
152,0.777881,0.481633,3.8e-05
153,0.777225,0.482157,7.6e-05
154,0.776808,0.482556,5.2e-05
155,0.776877,0.483009,4.2e-05
156,0.776794,0.482888,1.3e-05
157,0.775611,0.482825,0.000108
